,날짜,A01010100,A01010200,A01010300,A01010400,A01010500,A01010600,A01010700,A01010800,A01010900,A01011000,A01011100,A01011200,A01011300,A01011400,A01011600,A01011700,A01011800,A01011900,A01020100,A01020200,A02010100,A02010200,A02010300,A02010400,A02010500,A02010600,A02010700,A02010800,A02010900,A02011000,A02020200,A02020300,A02020400,A02020500,A02020600,A02020700,A02020800,A02030100,A02030200,A02030300,A02030400,A02030600,A02040400,A02040600,A02040800,A02040900,A02041000,A02050100,A02050200,A02050300,A02050400,A02050500,A02050600,A02060100,A02060200,A02060300,A02060400,A02060500,A02060600,A02060700,A02060800,A02060900,A02061000,A02061100,A02061200,A02061300,A02061400,A02070100,A02070200,A02080100,A02080200,A02080300,A02080400,A02080500,A02080600,A02080800,A02080900,A02081000,A02081100,A02081200,A02081300,C01120001,C01130001,C01140001,C01150001,C01160001,C01170001,A03010200,A03010300,A03020200,A03020300,A03020400,A03020500,A03020600,A03020700,A03020800,A03020900,A03021000,A03021100,A03021200,A03021300,A03021400,A03021500,A03021600,A03021700,A03021800,A03022000,A03022100,A03022200,A03022300,A03022400,A03022600,A03022700,A03030100,A03030200,A03030300,A03030400,A03030500,A03030600,A03030700,A03030800,A03040100,A03040200,A03040300,A03040400,A03050100,B02010100,B02010500,B02010600,B02010700,B02010900,B02011000,B02011100,B02011200,B02011300,B02011600,A04010100,A04010200,A04010300,A04010400,A04010500,A04010600,A04010700,A04010900,A04011000,A05020100,A05020200,A05020300,A05020400,A05020700,A05020900,A05021000
0,2023-04-30,0.0650420188916849,0.0679241380387391,0.1288457424463441,0.0834369184242218,,0.0801125820652802,0.1249692260520236,0.0788807495400596,0.0240147603785234,0.0630565990977128,0.0,0.0595028803486411,0.0774866829759501,,0.0830102015758653,0.0970370393938935,0.0772637094170507,0.0587946586752451,,0.1141812309915249,0.1033431081710899,0.0889869903125116,0.0842573248535747,0.0790138487825988,0.0817357941469728,0.1178266721022077,,0.0899738001971238,0.0,0.0689087055408222,0.094744082672046,,0.0512537048857807,0.0954480172404737,0.1121551452379218,0.0972584139135653,,,0.107817966872862,0.1585705623554398,0.0845804578076692,0.0,0.0739273606632359,0.0876912905386242,0.0830413359906499,,0.0789236110508084,,,0.076445146083909,0.0524444332495989,0.1572808307532154,0.0,0.0772635401538622,0.1061829287166342,0.1029042663802399,0.0627266491239688,,0.0891398406278162,0.0887406921361947,0.0,0.0660120749012785,0.0764936100686764,,0.0877656122717436,0.0667249542731113,0.0852341397788508,0.0489177394480813,,0.1208230226296426,0.0812862559268743,0.0789256232526464,0.0829392204848324,0.1084732876365099,0.0847875618175182,0.0868803222244028,0.1347901032679528,,0.0844916380920797,0.0858344441632113,0.0823017410144623,,,0.0344412668746883,0.0,,,0.0910111289502285,0.0,0.050798503487363,0.0776054569627829,,0.1355788838309241,0.0774139696056513,0.0943030554126087,0.0897277591526692,0.0893970486719314,0.139263675339414,0.0961903331084041,,0.0453397869907407,0.0033562587476167,0.0,0.0937555381698062,0.1258874694462969,0.0887347771844258,0.1002118369549877,0.0825151857062863,0.0852274790941849,0.068750361761347,0.0725864251003787,,0.0877785855157853,,,0.0767937234266597,,0.1239927529248243,0.1068187948685391,0.0408750484627605,0.0499829764897682,0.074084188979024,0.0,,0.12896601125663,,0.075719086851523,0.0890433847658301,0.095572286069472,0.1021159793233672,0.0878908772194077,0.0963649061445135,0.0894314407068031,0.0883441667313953,0.0,0.0832762492276962,0.1057949795472149,0.0708182096073753,0.0758386352831795,0.073028149061786,0.06676525883581,,,,0.0840626528298827,0.0690983673355139,0.0850081528334943,0.0684916173056201,0.0725847927091706,0.1164092347873265,,0.0904701677062408
1,2023-05-31,0.0823286222858046,0.1089730619977866,0.0964411968833806,0.0837684766048928,,0.0863977765454769,0.107421291893096,0.0921345715639367,0.0558283922076258,0.0636042359859792,0.2931595957994242,0.0753044666778087,0.0852945340964725,,0.0855287087222887,0.1005850968381733,0.0817398005313845,0.0710707462859394,,0.1060908186330451,0.0915549740921556,0.085731224516744,0.0829531623260909,0.0807461748144356,0.0833716649262461,0.0874589686319655,,0.1173108128245404,0.0,0.0980674386213481,0.0991586854152233,,0.0438757304181115,0.0923690443239415,0.099958243773735,0.1019021129152929,,,0.0936930326249805,0.0306910765849238,0.0851048094804504,0.0,0.0844775147633982,0.0879240364902844,0.0830306242670748,,0.0785591184279514,,,0.1006127020884226,0.0594855429214455,0.0754820869655014,0.0,0.0800202037132739,0.0974274611566115,0.0907934253026965,0.0808667314260141,,0.0912984170858393,0.083989485170987,0.0,0.0737319487629607,0.0727069416565274,,0.094413734426845,0.0712116859185244,0.0912772914649552,0.0809606354185963,,0.0926900373018021,0.0725068802107148,0.0739186791892768,0.0930432764521298,0.0890675078744278,0.0846482504054144,0.0842811463630235,0.1090640350171183,,0.0739546149722032,0.0884566047663213,0.0603500240701584,,,0.1799833946354681,0.0,,,0.1575384440613383,0.0,0.0970906827938865,0.0992219674592586,,0.120009180155339,0.0828229565760113,0.0967876509451025,0.0815372839007025,0.0800885809569512,0.0987290199237157,0.0952907344047646,,0.0468871806343336,0.0032233943117841,0.0101787138906945,0.0962598096149281,0.1328623645448276,0.0934405702383734,0.0981636746054643,0.0831062712155914,0.0950127996307544,0.0833533715707524,0.0783405547550981,,0.0948025931093281,,,0.1230768356716915,,0.1160362299574275,0.0976052276290994,0.0429398781237136,0.08224394007638,0.1020946839062657,0.0,,0.085417880588028,,0.0700271689229674,0.0888964242983414,0.0939233992476012,0.1046181627464689,0.0853552776520041,0.0953234049917749,0.0874502833517404,0.0844885293402153,0.1185032475135951,0.0993127674490364,0.0850658453391235,0.0626308480070956,0.0808726218337043,0.0778456203958479,0.0732239088222741,,,,0.0557525304331423,0.0664920830206553,0.0766477879921978,0.0719159713596669,0.0770096437804877,0.122511331772146,,0.0841322608563095
2,2023-06-30,0.069556625917676,0.0924405134578262,0.1042168150359631,0.091598407276334,,0.1169930275530859,0.0922844359296011,0.1043960072386749,0.1766077915109486,0.0686346822763912,0.2524429852717264,0.1340886216388342,0.0788271510504482,,0.0833219770758658,0.0946883732840677,0.0871195568528747,0.1151371937464545,,0.1125312112226087,0.0771643570017149,0.080937037998952,0.0777867482149096,0.0774404146942558,0.0775197400796342,0.0657561863079054,,0.0759590532967714,0.1286307029656856,0.0640445676194068,0.0743916473571003,,0.0321297831367115,0.0922664103025901,0.0783071214417747,0.0934832087275372,,,0.0844940769607295,0.1141708079404719,0.0818529440489847,0.0,0.0807405053759485,0.0861927690897414,0.076904152394185,,0.0800442919906131,,,0.0899276725075065,0.0597021094270734,0.0823633548710473,0.6465817009134377,0.0703926563257585,0.098858010119358,0.0841402922813,0.0761110027402885,,0.0947812927180519,0.0815236079942918,0.0,0.0825196379381677,0.0714327075975929,,0.0969188858075505,0.0653622622673614,0.0862855950609631,0.046721433171793,,0.0786448038207492,0.0683060653203227,0.0676489125333181,0.0883019305245677,0.087975536365501,0.0838491978204733,0.0851637360209421,0.083370172862556,,0.0694740552522623,0.078586833653855,0.0431175951114329,,,0.103323800624065,0.0,,,0.2228914229818989,0.0,0.0603232194742502,0.0980211670540025,,0.1178632433227238,0.0849895263540689,0.0948236874277888,0.0801191965263793,0.0806018492401481,0.0745910920133705,0.0837825438162814,,0.0509251551453685,0.0037274881250608,0.0025042867508851,0.0810537877244992,0.0789540419346373,0.0966168365294023,0.0786395169377169,0.0887164651748789,0.0933904425455405,0.0728924049658848,0.0941873615065447,,0.0873108291111887,,,0.1062704660293541,,0.108171455276387,0.0880388273674152,0.0562437579307152,0.158064660704743,0.1146340838803815,0.0,,0.0738187333137614,,0.0698260176485991,0.0856473110286994,0.080292729765989,0.1007716811958998,0.0790838171401109,0.0962165719938092,0.0862660477113068,0.0825983522180346,0.1115686041463051,0.0867799258890473,0.0842773526245902,0.2326146046167626,0.0685632345310687,0.0775406783172735,0.0706752617272127,,,,0.0558175886557742,0.0614951266638504,0.0845934763422092,0.0733379256324454,0.0721858211152632,0.0683904254375543,,0.084419511713166
3,2023-07-31,0.0516628999588485,0.0658357459762219,0.0737102049685184,0.0764678741701807,,0.1054654703177851,0.0582462275057382,0.1063685494173265,0.3144313016537424,0.0920031793950638,0.0,0.2062391035902027,0.0867561223814914,,0.0841625965892939,0.0829271800266131,0.084108196585628,0.1588726852997708,,0.0716639977796076,0.0723919639941136,0.0758588740854987,0.0815580116409087,0.0813861420349305,0.0709390509796408,0.0643403310577295,,0.0616055786631989,0.0,0.0878684241938277,0.0570502011562934,,0.048541693152342,0.0738952345354627,0.0695418169864175,0.0578078308693456,,,0.0698438916746877,0.1350407487590402,0.0931033820054786,0.0,0.0732825257337624,0.0766985477567436,0.0726914074743758,,0.0779313875494962,,,0.0815872855675751,0.0510200057225531,0.1055059575692442,0.0,0.1013838983231853,0.0519283386152076,0.0848516845069042,0.0846365177977306,,0.0638119913721897,0.0729429261428574,0.0,0.0831103571212299,0.0869508211521689,,0.0969070470162832,0.0709843189311566,0.071381082995861,0.0336208596254742,,0.0467702023082487,0.0837389513888352,0.0770710935168955,0.0689977280802806,0.0980066501510471,0.0674730422303593,0.0695844931516845,0.077298979846439,,0.0897874122688343,0.064994697503458,0.0681975834079128,,,0.0906583024830506,0.0,,,0.2715377964776158,0.287356317743427,0.0546903231092631,0.0713002048921102,,0.0619289325697975,0.0814085589318757,0.0875538587221683,0.0878455327564735,0.083621602284787,0.0818854483822827,0.0738163190716313,,0.0538750384443228,0.0048867772218376,0.0213268291043122,0.0787954402005615,0.0576467629524461,0.0844302286306398,0.0634806537432615,0.101840386138603,0.0752599609772242,0.0755744544281426,0.0929724456332699,,0.0744783375109279,,,0.0942791854014766,,0.0828625393087916,0.0811646015211774,0.1271509637015398,0.2427956840057542,0.0995512331839585,0.0,,0.0565018475728078,,0.1129984039488721,0.0795979706105767,0.1001345760148192,0.1336874093709439,0.081976727754584,0.1333819610666483,0.1010414028302851,0.0821732442679628,0.089535779630883,0.0693227975138711,0.0623335156536209,0.098248387277046,0.0743406945304598,0.0820177462628502,0.0823623387278635,,,,0.0390484364211395,0.055276313999049,0.0955087656454118,0.0660915286844893,0.0803354534859377,0.0647761064542381,,0.085166779722249
4,2023-08-31,0.0468524706676098,0.090896472469689,0.0884963839584409,0.0704163427371114,,0.09412561046461,0.0659703492113458,0.1130220146951665,0.3268449457723861,0.0984809579040258,0.0,0.2316633343663707,0.0957721893775413,,0.0872049217751299,0.0791875515554819,0.0776865881037395,0.1366917170468825,,0.0707059229344429,0.0727639906019753,0.0753049278157077,0.0961627726766819,0.0896395081816023,0.0872977571429185,0.0786033575660954,,0.0837473336267234,0.0,0.0941447383023619,0.0736898405425811,,0.0490906307721615,0.0985269793806169,0.0613527789712206,0.0728404963882162,,,0.1107281316610908,0.1104878860179292,0.0896373334036569,1.0,0.0759152914650706,0.0783098634253343,0.0666616581995824,,0.0813692555826165,,,0.0810899868838214,0.0608303058734578,0.123750111930631,0.1738122782392929,0.1182441692169306,0.0675892673862563,0.0880044447368776,0.0882129797824442,,0.05988873478211,0.0689162761535809,0.0,0.0855554617011677,0.0879752579640788,,0.0889568443958567,0.0767139960049876,0.0794208224480551,0.0401904527250488,,0.0816352622107614,0.0754497792276908,0.0707084035587018,0.0723829126706532,0.0861452062998662,0.0737139371360594,0.0726357021636144,0.0628054203552613,,0.0995108373369327,0.0689279369297204,0.3491871285553202,,,0.0853254611605182,0.0,,,0.1415851854783603,0.0,0.1032356677323212,0.0768471651080933,,0.0738248847699682,0.0872772816182442,0.0805605410877273,0.0682004937686962,0.075075110316543,0.0732342654583143,0.0801837996220376,,0.0531402238913251,0.0078494004033528,0.0174492238126191,0.0837466472503628,0.0715349818569509,0.0872429794347433,0.0668119999679913,0.1083762437591775,0.0725868130986725,0.0693970795958425,0.0968683117568651,,0.0772745695206923,,,0.1024717931339026,,0.0885396272971531,0.087619424005906,0.1308697750772801,0.2128862712979903,0.092237124575683,0.0,,0.0766778998524412,,0.1698954888315064,0.0807201962540029,0.0855223287534189,0.0989148824421159,0.0862260065703179,0.135477712614219,0.0955157563800084,0.1299400422841921,0.0855856745756292,0.0717915412753362,0.0720054866293908,0.0391192531905002,0.0836665552844947,0.0814065529471842,0.0849137332919738,,,,0.0875336506180625,0.0613450519042192,0.0718322205274879,0.0777548831335889,0.0839900187071605,0.1013886883631553,,0.0776346748897462
5,2023-09-30,0.0666268438476583,0.0803415249533179,0.0834646665680524,0.07846046489191,,0.0853292160497524,0.0881176569881345,0.0758472581846643,0.0287765717266766,0.0898799073007366,0.4543974189288495,0.0605441902319813,0.0744054094605373,,0.081468644759435,0.0722443582550765,0.0776501294088993,0.0615060902018791,,0.0696307493713492,0.0822297531322088,0.075183312909823,0.0799034272969835,0.0835061241720042,0.1017024025384282,0.0917509372796283,,0.0699043346116472,0.5359612995170091,0.1175501702018051,0.0747425536751657,,0.0384098842766107,0.1304456124263787,0.0834111863619787,0.0910163612378412,,,0.1355425886233096,0.1268564498843518,0.0721275689375118,0.0,0.0891859729970312,0.0796991747293112,0.0705526879356519,,0.0708998706099176,,,0.070872012333163,0.0609075377466053,0.0779279108223339,0.0,0.0747929905728465,0.0569526575101018,0.0747739673878483,0.0807256068050029,,0.0693825429536225,0.0700720080067061,0.0,0.0736245833544134,0.0753335224280996,,0.0533187948679615,0.0827483444277177,0.0928562915860798,0.1006308154136679,,0.1032487647926037,0.065869611295231,0.0644023479670836,0.077599645428759,0.0685832354977025,0.0707856232047667,0.074951793272671,0.0718880499841705,,0.0837260468242253,0.0725045242702456,0.0532540190692598,,,0.0964355472491273,0.5675675675675675,,,0.0285053690733375,0.3563218482547234,0.0920722816536131,0.0796019425622553,,0.1095477364693933,0.076982958101934,0.0863384753809417,0.0686161387633333,0.0728599558399975,0.091107911591632,0.0843599003601637,,0.0479974126819738,0.0073380742392387,0.082140625713776,0.0789780886308551,0.1221201575300445,0.0754953716952007,0.0725579568654399,0.0817215448635834,0.0869297109910299,0.0700364759800985,0.0718966204277452,,0.0806497214115064,,,0.0885629725486083,,0.0835802976199795,0.092958768210894,0.233350061605487,0.0578026750870223,0.0800290051877606,0.0,,0.0825363919234069,,0.0766784236985106,0.0766187249701263,0.0717017381246136,0.0729839902155306,0.077892730650877,0.0767260380727987,0.0700631172702547,0.0647530222274889,0.1265351380628948,0.0936785893117957,0.0702720216547293,0.0785720294407761,0.0945832909997117,0.0770350092140626,0.0803901069272648,,,,0.0774497241066746,0.0653253296754417,0.0887402136792419,0.0606347764879926,0.0763651262705505,0.0654801945678711,,0.0691375321518883
6,2023-10-31,0.0725875525724174,0.0985995615905492,0.1220411514462677,0.0849287114578339,,0.0769578663092579,0.1124183488400047,0.0686301621606953,0.0096652183709401,0.0785312837907353,0.0,0.0421177623047085,0.0812032623012408,,0.073334267800166,0.0722076033507279,0.082057462002441,0.0654191272229802,,0.0858435061267627,0.0826044538673423,0.0750056675829442,0.075510799682667,0.088867135419003,0.0892608003182342,0.0907504372818135,,0.0780569571050038,0.2282157543358972,0.1318026362907416,0.0808211134883075,,0.0448951836787977,0.0800531695921381,0.1077573297864273,0.1019320384599262,,,0.0753803013048955,0.1043496648082568,0.065161701709989,0.0,0.0780672969030644,0.0728313956305943,0.068262193733436,,0.0702924788085433,,,0.0690728552438823,0.0605143624901739,0.0567135297242199,0.0,0.0613781671048777,0.0654461941179391,0.0647225246952108,0.0866084047685579,,0.076834365505205,0.0693082517354295,0.0,0.0710668644807221,0.0626730717511094,,0.0481905255900185,0.0805792523476056,0.0736472641626992,0.091974382557775,,0.0850367314695432,0.0708419654778883,0.0720570969975832,0.0870520382028172,0.0650513398318284,0.0845962060505023,0.0809248161027409,0.0890146062291745,,0.0765348298569483,0.0894467921520724,0.0559284503693196,,,0.0546616235559569,0.0,,,0.0039883138480814,0.0,0.0792702435063125,0.075974606800974,,0.1287562065980533,0.0782416122135924,0.0874797972329499,0.0672108256925604,0.0709727487421556,0.075659204518865,0.1038931539193741,,0.1340411849002056,0.0205660114180508,0.1793393101754626,0.0804724605912155,0.1128574577358099,0.0823206636182278,0.0799152973170374,0.0797705751826936,0.0844100616781524,0.0711999576466113,0.058602195786762,,0.097409737451357,,,0.0781904508415794,,0.0817156524624631,0.0907749389009915,0.0536544878929611,0.0290316097944405,0.0815586663759969,0.0,,0.0941042940446277,,0.0663136069346282,0.0811209939436745,0.0721213072986315,0.0584279231560447,0.08325036958401,0.0653607885031272,0.0720258874081141,0.0664407721565206,0.0974360068585298,0.0887633764569232,0.0773940275219901,0.0960473070312593,0.0686719493191199,0.0693281795675148,0.0661709345514168,,,,0.0799408873277659,0.0616879556870112,0.064608868567958,0.0833958808003862,0.0750026923755518,0.0535106966361097,,0.0726302597638275
7,2023-11-30,0.0731974377522979,0.0776882366345509,0.0741148012706881,0.0736091900484438,,0.058636240832343,0.0534187441277118,0.0568180864357947,0.0065680110242662,0.0718360200154326,0.0,0.0251107854753019,0.0717669145614708,,0.0757354409744189,0.0666602260909257,0.0728759411632938,0.0545950401984419,,0.0702907578069214,0.064448102344902,0.0736700409873462,0.0761666929104327,0.0686154903766494,0.0711956539273133,0.066889912303712,,0.0716350199374077,0.1071922431814082,0.1824054463098349,0.0842169658374056,,0.1052625648481998,0.0540872034064006,0.0510406583356337,0.0497270261109721,,,0.0545690869147281,0.0761138821088322,0.0684357829324197,0.0,0.0809770754765226,0.076313624855453,0.0773704382565867,,0.0738490980193366,,,0.0769590154358903,0.1056924981446944,0.059323154143559,0.1796060208472693,0.0608161019251848,0.0655267881026336,0.0681642862675213,0.0871980390600283,,0.0834495417083879,0.0711030206845113,0.0,0.0619625320980866,0.0646026625503254,,0.0604480793488398,0.0871183608125284,0.0728900086937121,0.0874529488844599,,0.080841586050379,0.0903077583609597,0.0983396397745163,0.0847946539647345,0.0673640782336923,0.0883039606997645,0.0805394605671,0.1027150490597428,,0.0769956083277521,0.0957821471628382,0.0633904658718842,,,0.0482177736245636,0.4324324324324324,,,0.0044646953678096,0.0,0.0552433697922443,0.076703812399836,,0.0343466507440417,0.0764011783940323,0.0663862444787344,0.069581163539321,0.0686307154977768,0.0542791519634299,0.0643265995213426,,0.0743397998324304,0.1039238366839504,0.3716364513409204,0.0627343220814202,0.0469318551436102,0.0559872642938298,0.0598976041965516,0.0582235812097474,0.0614659190755475,0.079691789579544,0.0486225921792224,,0.0758774077306712,,,0.0578863266526671,,0.047167609058438,0.0636785280476348,0.0396545961598486,0.0255882257146082,0.0578350328057954,0.0,,0.0730807250212184,,0.0635218040826804,0.0779440205836807,0.0732236878063911,0.0572642326547165,0.0749413066463925,0.046239320343814,0.0646395014378791,0.0627723916109955,0.0462601545780606,0.097143902574304,0.0734996637941926,0.0953202827807537,0.0712907471393676,0.075110134547979,0.0627504085530784,,,,0.1458207526427832,0.0619573895733704,0.088740216830764,0.0593602320625427,0.0747771480266668,0.0582046173936632,,0.062191653242424
8,2023-12-31,0.116909427539777,0.0537162175132249,0.0357516530863755,0.0680554922857036,,0.0519350235250977,0.0366934047989283,0.0464583788635281,0.0057050452457312,0.0710912294746103,0.0,0.0262710186866088,0.0683131042492393,,0.0671322837655845,0.0534210381696598,0.068048142117989,0.0457311994254705,,0.0516721699825528,0.0635800417571885,0.0727484940969706,0.0711340372082235,0.0661593407399957,0.0649729306460061,0.055876559850754,,0.0618155710130971,0.0,0.0243207211717224,0.0478814164492984,,0.1632695139277214,0.0153948399509148,0.0412051483547964,0.0374320116747075,,,0.026404398619027,0.0736585955891925,0.0690543386486843,0.0,0.0699400481732681,0.0677289000461518,0.0865953183919406,,0.0724618614986145,,,0.0631873310783767,0.1804738139605821,0.0529326243579197,0.0,0.0684492238605892,0.0534120061180978,0.061872912390718,0.0805380833094926,,0.0658917876952856,0.0698427617868468,0.0,0.066273642534086,0.087834923632417,,0.102771279378646,0.0718937909323275,0.0627934282394282,0.167524842903584,,0.0488961205949873,0.1086802404260271,0.1064741843192243,0.0719664807338335,0.0676688742558174,0.0488193916674924,0.069364129203934,0.0526599280954605,,0.0775881020841556,0.0603463227758953,0.0262365394767941,,,0.0293306272739281,0.0,,,0.0,0.0,0.0485453407517203,0.0564044446477815,,0.0094467865092282,0.0646263134658195,0.0496266163822126,0.0890654113472026,0.0923145069646408,0.0574682699756373,0.0491054462445971,,0.1559232896157176,0.4133835675240825,0.0436230660750133,0.0643963947409486,0.0309891984876549,0.0543838369838571,0.0646281175422553,0.0511046685415566,0.0472705310353428,0.0678321428802791,0.0439752936825594,,0.0529622436088348,,,0.0506874053357696,,0.0275826115455205,0.0454793335162679,0.0553783826433523,0.0170567594215074,0.0532779033786691,1.0,,0.0534665136328922,,0.0561013114666955,0.0696582443707828,0.0618016516314165,0.0684331427429684,0.0710139562906504,0.0494655752884738,0.0726174193058035,0.0554906470182681,0.0539848101696034,0.0621949980859574,0.0592830530785846,0.0678334028660828,0.0820784226597157,0.0766796209115063,0.0847070714121996,,,,0.0843880744409682,0.0561046388647313,0.0654114636537197,0.0621739637276185,0.0722388315735435,0.0746333400451004,,0.0709128582888099
9,2024-01-31,0.1097341942815326,0.0554622493178225,0.0326620024875982,0.0700367757393057,,0.0527395474723882,0.0382074645842782,0.0600646693227559,0.0082312730030893,0.0749403427578966,0.0,0.0296046426105835,0.0681546212442667,,0.0680542000512262,0.0601877389007071,0.073347880310273,0.0603075760048403,,0.0584425655550505,0.0632736675442102,0.072484254528769,0.0695149160177847,0.0673510026679695,0.062701956503165,0.0633215460562937,,0.0676698416712142,0.0,0.0235361859093079,0.0916878231971527,,0.1761303234766275,0.040026584796069,0.0478343686371171,0.042595604882881,,,0.0600487115974617,0.0,0.076759632363992,0.0,0.0701689869802753,0.0678363223081619,0.0891129464743347,,0.0828024872237547,,,0.0710569133030139,0.1311468845457067,0.0582673204225745,0.0,0.0863649036703697,0.0661056025484717,0.0691181994507052,0.0717032520365354,,0.0683260989742235,0.0813525631861835,0.0,0.0883203491133751,0.0931956739541525,,0.0559444258964964,0.0923114484107512,0.0597333353739494,0.0714926858479999,,0.0599508956860279,0.0841178792290744,0.0844788468417433,0.0588824787276481,0.0726786034283873,0.0639808573666844,0.0651602411258651,0.0411858592923117,,0.0670734351249737,0.0617215820154278,0.0347576017638077,,,0.0586612545478562,0.0,,,0.0089737065570147,0.0,0.0848007206596929,0.0626993029167021,,0.0087470239235709,0.0639963576536697,0.0554923850086121,0.0715788944613789,0.0704077804089759,0.073813052973423,0.0540075615258295,,0.1599506876757504,0.3219557912683749,0.0295667403491602,0.0687087379304668,0.0267377967948182,0.0642523055959811,0.0642949825844267,0.0589281195950847,0.0518306062953868,0.0765262270573515,0.0525989982693788,,0.0592193887834325,,,0.051359416066496,,0.0293602865960137,0.0454234140787755,0.0514995895050782,0.0219446406813111,0.0717011089388727,0.0,,0.0742674871711655,,0.0588201693510152,0.0716622217571866,0.0633714004648777,0.0507685971641827,0.0693223448620666,0.0442405410179101,0.070535324344328,0.0758157435801438,0.052668105061091,0.0538977941677976,0.0660598266121159,0.0305150149038741,0.0721599580559586,0.0859129737267554,0.1075118151473103,,,,0.082435633414556,0.0623749584374424,0.0726348156132496,0.0650777348322618,0.0698228425133713,0.0675924589087702,,0.0881327354621657
10,2024-02-29,0.1244359973603297,0.0645572097593071,0.0436431965059612,0.0671865448299901,,0.0607189136620443,0.0550470082802563,0.0584779730825081,0.0086286416991479,0.0711268398276903,0.0,0.034449506062884,0.0738526065334991,,0.0643081560218059,0.0616976866300826,0.0713484501473449,0.0564251447093931,,0.0507977890319082,0.0745305506918365,0.0723409926506186,0.0663035422594666,0.0712882081696842,0.074267866092147,0.0758982997659954,,0.0682030525436832,0.0,0.0218047866143374,0.0602586860590178,,0.1355076375115426,0.082282770191856,0.0591923430720146,0.0582460258753807,,,0.0541745401901055,0.0393692493666373,0.0820818999089021,0.0,0.0673238585396179,0.0598834672536146,0.0752053607370367,,0.0826419050264921,,,0.0702140036001464,0.0703598653790287,0.0532820063121894,0.0,0.0812599326695277,0.0812966089401639,0.0683760039159216,0.0622237890893626,,0.0712445010906071,0.0790400371363633,0.0,0.0768568001003568,0.0824765932984165,,0.084743183861562,0.0769492023018739,0.0639724112820663,0.0683677748234599,,0.0681760002298924,0.0706673040166538,0.0715109102690165,0.0580849742581055,0.0655525462008063,0.0730119274879912,0.0629133363193111,0.0336975200554855,,0.0828471731118233,0.089499904206142,0.0202519365758157,,,0.047030143732333,0.0,,,0.0230932553131611,0.0,0.0965609438699385,0.0686223603958674,,0.0175785025893322,0.0685071489076681,0.0579870468590476,0.060734073725978,0.0636255394071653,0.0764380277493462,0.0571011439568715,,0.0884968881853289,0.1002424293026705,0.0093263092791585,0.0813403102950804,0.0395580978619981,0.0826852012598806,0.0836065829885237,0.0630806661291643,0.0666270334518843,0.1075816204349895,0.1767638302404865,,0.0610126733179334,,,0.0557518557887758,,0.0468325069761215,0.0578642109496796,0.0700766943793438,0.0224209680538728,0.0599156588753162,0.0,,0.0569152788297429,,0.0602539152664639,0.068549836866234,0.0627906785765941,0.053331074431775,0.0651683857508421,0.048805599453344,0.0671971589973016,0.0674118976704415,0.0323727256672129,0.0564838818670652,0.0709573828895167,0.0335820433671771,0.0985379991529618,0.0807515936564697,0.0855601575480086,,,,0.073627293066096,0.0760949601548384,0.0754992486943806,0.0717951875884368,0.0843107362107328,0.0556957976784191,,0.0790011441842378
11,2024-03-31,0.0684403428731464,0.067787196859665,0.0591447118990071,0.0736143942443858,,0.0571826145893209,0.0725957318049743,0.0616193979386316,0.0117027567542874,0.0787894560411829,0.0,0.0333221677477468,0.070520164950096,,0.07150719649348,0.0731594144495099,0.0740917721073315,0.0529266487923076,,0.0543547795490142,0.071159171221721,0.075779284019706,0.0710360518314119,0.0676158171947595,0.0596226712697485,0.0702963224547121,,0.0726277944201367,0.0,0.040796049707777,0.0838773754761268,,0.0682642126681866,0.0153948399509148,0.0826702726663279,0.0876268361478561,,,0.0570675722845489,0.0306910765849238,0.0672679912535843,0.0,0.0774720608418141,0.0758391829002944,0.0784232474604433,,0.07745765924216,,,0.0746405197851543,0.0583919092839046,0.0493847918272296,0.0,0.067264294316934,0.0934710159036271,0.0767575786792185,0.0648789727270261,,0.0829555886207715,0.078109863024327,0.3260869653119094,0.0826563350685106,0.0827267726119762,,0.0736953124365637,0.0793059926264196,0.0833978216321204,0.0881099165764594,,0.0663286505462437,0.0654838855335239,0.0666453176599613,0.076977089422278,0.0649824440928536,0.0890538392421244,0.0830606631054112,0.0799561335491115,,0.0593658655527693,0.0745940014720822,0.0603500063838636,,,0.082659040499252,0.0,,,0.0212710087850937,0.0,0.0927892005634796,0.0816462159029921,,0.0517823851543409,0.0726852943222001,0.065510683231888,0.0876271900932039,0.085203905872252,0.0593606940232228,0.0771687301197457,,0.0492894604196059,0.0072342374370629,0.1289304413834517,0.0699250393655091,0.0550653382296284,0.06898392812553,0.0947212848852608,0.0684156525857725,0.0809282321764532,0.0766268949275811,0.058278378024143,,0.072129042632145,,,0.0543538232337661,,0.0694439682759868,0.066625272248072,0.0451739569839703,0.029826237817269,0.0549264374113522,0.0,,0.0716606698533475,,0.0622021633046813,0.0686161760529001,0.0696988527464838,0.0430417118420733,0.0695362620735938,0.0527096919107227,0.0587328809592148,0.0710333638951489,0.0500347016909217,0.0631478454617663,0.089002217987459,0.0391192531905002,0.0663059285386075,0.0722497258617263,0.072141720188824,,,,0.0705041686453829,0.1250142040544025,0.0626023808535538,0.0713221756467844,0.0827743782169433,0.1112459219540177,,0.0703115126510412
